utterance	model	variable	probability	full model results	cost function	speaker alpha	listener alpha	alternative utterances function	most likely world(s)	summary
“aliceWin because !bobStrong”	listener	bobLazy	0	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true } ][ 0.02598265524348922, 6.594250741513565e-7, 8.822217754629928e-13, 0.974016685258384, 8.941386143691926e-12, 6.291832967953059e-11, 3.1076807135160606e-13 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !bobStrong”	listener	aliceWin	1	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true } ][ 0.02598265524348922, 6.594250741513565e-7, 8.822217754629928e-13, 0.974016685258384, 8.941386143691926e-12, 6.291832967953059e-11, 3.1076807135160606e-13 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because bobLazy”	listener	aliceStrong	0.37	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.2920621195550606, 0.31102979094924904, 0.026740382624249808, 0.023669504074406336, 0.2920621195550606, 0.0276957006177233, 0.026740382624249995 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because bobLazy”	listener	aliceLazy	0.08	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.2920621195550606, 0.31102979094924904, 0.026740382624249808, 0.023669504074406336, 0.2920621195550606, 0.0276957006177233, 0.026740382624249995 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because bobLazy”	listener	bobStrong	0.63	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.2920621195550606, 0.31102979094924904, 0.026740382624249808, 0.023669504074406336, 0.2920621195550606, 0.0276957006177233, 0.026740382624249995 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because bobLazy”	listener	bobLazy	1	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.2920621195550606, 0.31102979094924904, 0.026740382624249808, 0.023669504074406336, 0.2920621195550606, 0.0276957006177233, 0.026740382624249995 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because bobLazy”	listener	aliceWin	1	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.2920621195550606, 0.31102979094924904, 0.026740382624249808, 0.023669504074406336, 0.2920621195550606, 0.0276957006177233, 0.026740382624249995 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because aliceStrong”	listener	aliceStrong	1	“[ { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.45138844935342276, 0.004940542058680825, 0.4588792899870252, 0.04430337536312064, 0.032816206581863454, 0.004131292595192789, 0.0035408440606958065 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because aliceStrong”	listener	aliceLazy	0.04	“[ { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.45138844935342276, 0.004940542058680825, 0.4588792899870252, 0.04430337536312064, 0.032816206581863454, 0.004131292595192789, 0.0035408440606958065 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because aliceStrong”	listener	bobStrong	0.51	“[ { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.45138844935342276, 0.004940542058680825, 0.4588792899870252, 0.04430337536312064, 0.032816206581863454, 0.004131292595192789, 0.0035408440606958065 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because aliceStrong”	listener	bobLazy	0.06	“[ { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.45138844935342276, 0.004940542058680825, 0.4588792899870252, 0.04430337536312064, 0.032816206581863454, 0.004131292595192789, 0.0035408440606958065 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because aliceStrong”	listener	aliceWin	1	“[ { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.45138844935342276, 0.004940542058680825, 0.4588792899870252, 0.04430337536312064, 0.032816206581863454, 0.004131292595192789, 0.0035408440606958065 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because !aliceLazy”	listener	aliceStrong	0.65	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.28839742737177904, 0.03174626982660373, 0.025815740010625636, 0.3291748237932495, 0.004722041799358446, 0.28839742737177804, 0.03174626982660384 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because !aliceLazy”	listener	aliceLazy	0	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.28839742737177904, 0.03174626982660373, 0.025815740010625636, 0.3291748237932495, 0.004722041799358446, 0.28839742737177804, 0.03174626982660384 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
“aliceWin because !aliceLazy”	listener	bobStrong	0.35	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.28839742737177904, 0.03174626982660373, 0.025815740010625636, 0.3291748237932495, 0.004722041799358446, 0.28839742737177804, 0.03174626982660384 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	1	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"		
